id,slug,title,year,pattern,pattern_type,field,current_value,suggested_fix,confidence,reasoning
"c2ff5c7e-7bd0-4ec4-9967-7d69c261810a","ganga-ki-lahren-1964","Ganga Ki Lahren",1964,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Ganga Ki Lahren"" is missing Telugu title"
"688efd66-5e24-4a35-8410-50f4519988eb","paraya-ghar-1989","Paraya Ghar",1989,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Paraya Ghar"" is missing Telugu title"
"62722419-12a0-4638-9492-f4324d4b78f2","veerta-1993","Veerta",1993,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Veerta"" is missing Telugu title"
"9ea78b54-f7bc-459c-babb-785f0b501080","nuvvante-naakishtam-2005","Nuvvante Naakishtam",2005,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"2806a32b-9ea1-4c87-a85b-73cc4172683c","tyagi-1992","Tyagi",1992,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Tyagi"" is missing Telugu title"
"604a0f33-c901-469c-8e14-8be079baa68b","joshilaay-1989","Joshilaay",1989,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Joshilaay"" is missing Telugu title"
"2e56ecf8-23b9-4c4e-9f6b-307bee9a5322","yamajathakudu-1999","Yamajathakudu",1999,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"aa3fb5d3-f964-4534-97db-df8481676f2a","sankeerthana-1987","Sankeerthana",1987,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Sankeerthana"" is missing Telugu title"
"6121afa9-67d8-4f6e-bf9e-b5c34b0ac56e","netrikan-1981","Netrikan",1981,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Netrikan"" is missing Telugu title"
"d6e940a3-3f57-4e93-96bb-a560c769fdd1","swapnangal-1970","Swapnangal",1970,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Swapnangal"" is missing Telugu title"
"4d65ff8e-ca9d-42d6-8a64-f7c6aef67b4e","sabarimala-shri-dharmasastha-1970","Sabarimala Shri Dharmasastha",1970,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Sabarimala Shri Dharmasastha"" is missing Telugu title"
"a2cb19a1-ad74-4938-9289-c8d9edc9ad5f","geetanjali-1989","Geethanjali",1989,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Geethanjali"" is missing Telugu title"
"0c948cb3-cd84-420c-927b-db274e58fb1f","insaniyat-ke-devta-1993","Insaniyat Ke Devta",1993,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Insaniyat Ke Devta"" is missing Telugu title"
"bac8ce89-b602-4226-a4f9-f1aa7acfc1e8","jaadugar-1989","Jaadugar",1989,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Jaadugar"" is missing Telugu title"
"ae47e37d-0918-4b12-abaa-abbe390f6a11","muddat-1986","Muddat",1986,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Muddat"" is missing Telugu title"
"94e77969-a916-4237-8628-6883292cd740","janbaaz-1986","Janbaaz",1986,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Janbaaz"" is missing Telugu title"
"40814531-cf8f-4bcc-abc0-ef5dc771d912","samba-2004","Samba",2004,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"fbc06ae8-0c76-4f77-bd0b-843444a9a2d3","balidaan-1985","Balidaan",1985,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Balidaan"" is missing Telugu title"
"d0796878-a02e-412a-9df7-e9c118e96ba6","naa-alludu-2005","Naa Alludu",2005,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"d40fc607-a589-409d-ad3c-5c8a655399a0","saagara-sangamam-1983","Saagara Sangamam",1983,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Saagara Sangamam"" is missing Telugu title"
"5303c9b2-7a00-493f-bcd8-ad6c3373f890","palletoori-monagadu-1983","Palletoori Monagadu",1983,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Palletoori Monagadu"" is missing Telugu title"
"a6fef85e-9f2e-46b4-8fa8-7daf7748546d","vanakkathukuriya-kathaliye-1978","Vanakkathukuriya Kathaliye",1978,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Vanakkathukuriya Kathaliye"" is missing Telugu title"
"186f8797-47ae-42cd-a97c-c6788996fd6e","agathiyar-1972","Agathiyar",1972,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Agathiyar"" is missing Telugu title"
"a5a91ed7-aec0-49b9-b885-e9d1d8daa2b7","bhaktha-kumbara-1974","Bhaktha Kumbara",1974,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Bhaktha Kumbara"" is missing Telugu title"
"9e112fab-e469-494a-bd81-64c32e227647","sr-kalyanamandapam-2021","SR Kalyanamandapam",2021,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""SR Kalyanamandapam"" is missing Telugu title"
"f9538b63-e013-4c43-b1e7-9e005d04895a","adi-parasakthi-1971","Adi Parasakthi",1971,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Adi Parasakthi"" is missing Telugu title"
"7242ab06-beda-4f70-a294-59f7726dfc9f","en-annan-1970","En Annan",1970,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""En Annan"" is missing Telugu title"
"e1a98c66-eead-4c82-bba9-d3227a7277f3","penn-daivam-1970","Penn Daivam",1970,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Penn Daivam"" is missing Telugu title"
"7424573d-49a1-436d-820b-3091c7c48fc3","kulavilakku-1969","Kulavilakku",1969,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Kulavilakku"" is missing Telugu title"
"af098222-07d1-40dd-8890-d1846af31cd3","kumara-sambhavam-1969","Kumara Sambhavam",1969,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Kumara Sambhavam"" is missing Telugu title"
"e6160d04-39c1-4068-8bad-9e610c3eed3d","vijayam-2003","Vijayam",2003,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"db3501ba-de8d-49cb-a6fc-0304f62512a9","pasamalar-1961","Pasamalar",1961,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Pasamalar"" is missing Telugu title"
"c4b66da4-5845-4dfe-b4e9-293a69a0c1b1","kalyana-parisu-1959","Kalyana Parisu",1959,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Kalyana Parisu"" is missing Telugu title"
"c8aac18d-6c0b-4d9c-90aa-6d1e2422bf87","kannan-karunai-1971","Kannan Karunai",1971,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Kannan Karunai"" is missing Telugu title"
"af4e9bbd-d8b3-40dc-a1c9-4bf4f7287c4e","kathi-kanta-rao-2010","Kathi Kanta Rao",2010,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"ead4e6de-4804-4463-9dfa-364c4730f8f7","buridi-2010","Buridi",2010,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"a52b72fa-9be4-4c7f-a32f-f9febad3d44e","evadi-gola-vadide-2005","Evadi Gola Vadide",2005,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"101da476-fe86-4acc-b513-dc0a0c511dda","varasudu-1993","Varasudu",1993,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"01970091-0f09-4e73-b9e1-d42bf4b72a4a","chevilo-puvvu-1990","Chevilo Puvvu",1990,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"1af3fa11-b993-4fd6-ab09-c095d8b1d5a3","blade-babji-2008","Blade Babji",2008,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"3729ab0b-f5b0-4c51-be76-a7a28fc6e6bf","nannaku-prematho-2016","Nannaku Prematho...",2016,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"c6aa0c78-3300-4b1b-a2bd-343ee93be13d","rrr-behind-and-beyond-2024","RRR: Behind & Beyond",2024,"ANTHOLOGY_SEGMENT_LEAD","DOCUMENTARY","hero/heroine","Ram Charan/","Remove leads (documentary/special)",0.75,"""RRR: Behind & Beyond"" appears to be a documentary, may not need traditional hero/heroine"
"2398d3d7-32cd-4f07-bfc9-721439def04d","hitler-1997","Hitler",1997,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"034537e3-d2d8-48db-a0ac-8f1615357634","kanimuthu-paappa-1972","Kanimuthu Paappa",1972,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Kanimuthu Paappa"" is missing Telugu title"
"7ed9df73-5ef1-41b1-8365-008df344523f","prema-ishq-kaadhal-2013","Prema ishq kaadhal",2013,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Shravan","Nadeem-Shravan",0.9,"""Shravan"" is part of duo ""Nadeem-Shravan"""
"9e90616c-7495-4e96-b7f4-8f1974f840e1","jai-sena-2021","Jai Sena",2021,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"dc4eaf11-0b2a-4438-a2cb-263e739e5cd3","devata-1982","Devata",1982,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Devata"" is missing Telugu title"
"83ff9938-9c73-40b1-9909-f48643b7eb52","kalisi-naduddam-2001","Kalisi Naduddam",2001,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"794250d0-96e1-4aee-8de3-ce805a0886c2","pava-mannippu-1961","Pava Mannippu",1961,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Pava Mannippu"" is missing Telugu title"
"c76df331-4563-48bd-80c0-c8f897ec614b","pape-naa-pranam-1998","Pape Naa Pranam",1998,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"40ba5b4b-9570-43e5-8b74-7fd8d53c5d13","maga-rayudu-1994","Maga Rayudu",1994,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"27111d5e-d08c-4ec3-a73a-1a321befab3e","kantri-2008","Kantri",2008,"NAME_VARIANT_MISMATCH","HEROINE_NAME_VARIANT","heroine","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"6210b9ec-4580-4a11-8208-c9bcc7c1bf36","manasichi-choodu-1998","Manasichi Choodu",1998,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"e1ed5b2a-2103-4d17-bbff-53924ab9e374","prathista-1998","Prathista",1998,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"0c49a2f1-017f-46e3-936d-819cd2317ead","nayanthara-beyond-the-fairy-tale-2024","Nayanthara: Beyond the Fairy Tale",2024,"ANTHOLOGY_SEGMENT_LEAD","DOCUMENTARY","hero/heroine","Vignesh Shivan/Nayanthara","Remove leads (documentary/special)",0.75,"""Nayanthara: Beyond the Fairy Tale"" appears to be a documentary, may not need traditional hero/heroine"
"771a8193-5486-43fb-a48c-9dbe13fc85c6","onamalu-2012","Onamalu",2012,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"07faf829-00b5-46a6-8b39-5ce6bd47b8ac","adavi-dora-1995","Adavi Dora",1995,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"2781b1b8-f3b5-4c55-97d7-f8ce39251192","bendu-apparao-r-m-p-2009","Bendu Apparao R.M.P",2009,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"af618826-736b-4d3d-b092-f6589610d8d1","rabhasa-2014","Rabhasa",2014,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"dbbe723c-70a2-4b7e-b17a-4c428ff02903","allari-ramudu-2002","Allari Ramudu",2002,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"744dff31-2230-4111-86f1-8ce8f45cf6e3","sisindri-1995","Sisindri",1995,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Raj","Raj-Koti",0.9,"""Raj"" is part of duo ""Raj-Koti"""
"c85c61b9-d154-4828-bf78-d94b2e731f92","adurs-2010","Adurs",2010,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr"" to ""Jr. NTR"""
"32d08c52-5f3b-46aa-a698-43db0fa37d35","dhammu-2012","Dhammu",2012,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","NTR Jr","Jr. NTR",0.95,"Standardize ""NTR Jr"" to ""Jr. NTR"""
"6ccdf05d-6ec7-419e-abba-00db21bc5fc0","athili-sathibabu-lkg-2007","Athili Sathibabu LKG",2007,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"57ca8c73-75e0-4025-9ccf-75a223c3e1b0","andhrawala-2004","Andhrawala",2004,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"15163a90-4e90-4bf5-afe2-a703cb931be4","sultan-1999","Sultan",1999,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"6c79d86c-ac00-4aa4-97a1-920d3f6b7226","seetharatnam-gari-abbayi-1992","Seetharatnam Gari Abbayi",1992,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"eb94ce07-0297-4e44-8bd2-4c05dec84738","shyam-prasad-2006","Shyam Prasad",2006,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"6ab5178d-f94d-4b6e-b24f-5df11eb2f434","maavidaakulu-1998","Maavidaakulu",1998,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"52bd2e88-9940-4acf-becd-e407a74e476d","neetho-cheppalani-2002","Neetho Cheppalani",2002,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"88bc0ad8-1789-44ea-a5d2-001f812af486","adhipathi-2001","Adhipathi",2001,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"6dd488ad-8661-4cf8-a35a-1a05334b1992","mantra-2007","Mantra",2007,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Anand","Anand-Milind",0.9,"""Anand"" is part of duo ""Anand-Milind"""
"db98d8d1-9b1b-4a74-9565-1215eee43c77","alibaba-aradajanu-dongalu-1993","Alibaba Aradajanu Dongalu",1993,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"09f6c614-7a50-48bf-9d72-9854c1ac9252","moodu-puvulu-aaru-kayalu-2018","Moodu Puvulu Aaru Kayalu",2018,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"d0d23ee0-3104-4455-8c89-5a590204b427","durga-2000","Durga",2000,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"dba1b3ed-aa29-4157-8b28-7342157e1be0","ammo-polisollu-1999","Ammo Polisollu",1999,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"cd987ed4-8e46-45ab-8f8d-e432b13bc39e","ishq-2012","Ishq",2012,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Shankar","Shankar-Ehsaan-Loy",0.9,"""Shankar"" is part of duo ""Shankar-Ehsaan-Loy"""
"f66f6cd6-1902-46a3-8b6b-9e769b05e8a9","comedy-express-2010","Comedy Express",2010,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"58bb2227-8858-4b5d-b236-0580ce87d757","nayakudu-2005","Nayakudu",2005,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"2fdb05b2-d685-4345-837f-0d840c153d2e","meeku-meere-maaku-meeme-2016","Meeku Meere Maaku Meeme",2016,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Shravan","Nadeem-Shravan",0.9,"""Shravan"" is part of duo ""Nadeem-Shravan"""
"21e05b6d-bb91-40f1-b015-658b0f322156","eshwar-alla-1998","Eshwar Alla",1998,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"237de891-3ffa-4f9a-a08b-c7e529ce5fdf","raaj-2011","Raaj",2011,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"29228be7-bd96-4c50-aa69-7782214553a4","priya-o-priya-1997","Priya O Priya",1997,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"ab1ba789-ffbd-4afd-a172-544ef3cf2635","nuvvante-nakishtam-2005","Nuvvante Nakishtam",2005,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"fcf9a94e-8e65-478a-ac34-52e355b96d35","brindavanam-2010","Brindavanam",2010,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"c18de86d-91a0-49b3-92e8-91a8c1ccd0c2","alias-janaki-2013","Alias Janaki",2013,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Shravan","Nadeem-Shravan",0.9,"""Shravan"" is part of duo ""Nadeem-Shravan"""
"75b5bcc1-6801-476e-9016-0dcd4e8668ca","thank-you-subba-rao-2001","Thank You Subba Rao",2001,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"030b5a05-1e35-42c1-afb9-b2ce0804506c","ela-cheppanu-2003","Ela Cheppanu",2003,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"e0a71f35-413c-4ee3-8742-83461ba92635","mr-errababu-2005","Mr. Errababu",2005,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"cfe70ee3-2b38-4945-a056-e200ecc1680b","chinni-chinni-aasa-1999","Chinni Chinni Aasa",2013,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Raj","Raj-Koti",0.9,"""Raj"" is part of duo ""Raj-Koti"""
"3ef21eca-2b4a-46be-968b-c8d8fec43f26","snehithulu-1998","Snehithulu",1998,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"9b7b604c-6907-4c79-bd7f-dd22d1a3f974","devara-2-tba","Devara: Part 2",2026,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"88b7c57b-0891-45ee-b02f-abd5dadf4bd2","aravinda-sametha-veera-raghava-2018","Aravinda Sametha Veera Raghava",2018,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"82697b40-d442-4f56-9212-8631a00a9dd6","oosaravelli-2011","Oosaravelli",2011,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"f8befd96-f6ee-4c14-9e47-b4054eb0de29","brahmi-gadi-katha-2011","Brahmi Gadi Katha",2011,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"a11f8bfe-78fc-45f4-ac5a-d31151fd5e7c","aayanaki-iddaru-1995","Aayanaki Iddaru",1995,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"b8d39d77-8f0c-4941-8d94-9d5422f0988f","sivayya-1998","Sivayya",1998,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"bdd02173-ce10-41dc-9fec-73e715a43939","adhurs-2010","Adhurs",2010,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"087fe5c9-2ac3-4c9a-9e0b-8035057e8763","nuvve-kavali-2000","Nuvve Kavali",2000,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"be59a58d-ae60-4845-bed7-232a6acfdb22","kanyadanam-1998","Kanyadanam",1998,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"c8616f45-4a63-40b9-808a-32872c73c71a","rikshavodu-1995","Rikshavodu",1995,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
